Category,Questions,Answers,Label
PLACEMENT OFFICE,What are the job titles of BI&A graduates?,"Graduates accept positions with many different titles. Approximately 40% of BI&A students accept positions with a job title as ""data scientist"" or ""data analyst""; a similar proportion of graduates accept positions as ""business analysts.""",1
PLACEMENT OFFICE,Does the BI&A program run location events?,"BI&A Student Research:  On November 23, 2015 the BI&A program held its first annual Corporate Networking event. Recruiters and data scientists from 31 different companies met with students and discussed posters displaying their research.  View the catalog of student posters at https://www.stevens.edu/sites/stevens_edu/files/2015%20BIA-industry-posters.pdf",1
PLACEMENT OFFICE,What graduates? are the salaries of BI&A graduates?,The BI&A faculty are leaders in research and are constantly updating the program to keep pace with the rapid rate of change in Big Data technologies. In 2016-17 we will introduce a new course in data quality and another new course in cognitive computing and deep learning that focuses on IBM Watson and Google technologies.,0
PLACEMENT OFFICE,How do I apply apply for the co-op program?,Living costs are hard to estimate.  Many students share apartments with other students to reduce total costs. An estimate of total costs per year incuding living costs is contained in the financial affadavit that must be signed when you join Stevens. See https://www.stevens.edu/sites/stevens_edu/files/files/ISSS/Financial_Information_and_Affidavit_of_Support.pdf,0
PLACEMENT OFFICE,What is the co-op program?,"Hoboken is located on the banks of the Hudson River just 20 minutes from downtown Manhattan by bus, train or ferry.",0
PLACEMENT OFFICE,How do I apply for the co-op program?,There is no age limit for acceptance to any Stevens program.,0
PLACEMENT OFFICE,Does the BI&A program program run placement events?,"Each year, BI&A students interact with industry at many events including; Annual BI&A Corporate Netwotking event, industry talks in our ""Small Talks about Big Data"" series, visiting industry spakers in classes, cocktail parties with the BI&A Advisory Board and  Career fairs conducted by Stevens.",0
PLACEMENT OFFICE,What graduates? are the salaries of BI&A graduates?,"Founded in 1997, the School of Business at Stevens Institute of Technology employs a cross-disciplinary approach to graduate and undergraduate education, emphasizing management training with an emphasis on the opportunities possible through analytics and technology. Education and research at the School of Business stands out for an emphasis on data and analytics, and how technology is continuing to disrupt established corporate practices and create new opportunities. See http://www.stevens.edu/business. For more information see: https://www.stevens.edu/school-business/corporate-partnerships/executive-education-and-professional-development/faq",0
PLACEMENT OFFICE,What industries have hired BI&A graduates?,"Send an email with a job posting to: To the Program Director: Chris Asakiewicz (201-216-8012,  Christopher.Asakiewicz@stevens.edu) or the Program Coordinator: Ted Stohr (estohr@stevens.edu, 201-216-8915).  Job postings can also be sent to Stevens Career Services at: https://www.stevens.edu/directory/stevens-career-center",0
PLACEMENT OFFICE,Does the BI&A BI&A program provide career help?,"BI&A faculty are at the forefront of research in  data mining, machine learning, social network analysis and big data technologies. One of our faculty members in the leader of the IEEE's Big Data Initiative and another is a founder of the IEEE's journal on the Internet of Things. Other research strengths lie in the areas of marketing analytics and supply chain analytics.",0
PLACEMENT OFFICE,How good is placement at Stevens?,"Stevens is a small, research-oriented university that attracts serious students. The university's collaborations with industry and government include three National Centers of Excellence, designations from the U.S. Department of Homeland Security, Department of Defense and Office of Naval Research. For more information see: http://www.stevens.edu",0
PLACEMENT OFFICE,How do I obtain an industry industry internship?,You should receive an official notice form Garduate Admissions within 7 to 10 days from the tme that all of  your application materials have been received. ,0
PLACEMENT OFFICE,Does the BI&A computer programme provide career help?,"Send an email with a job posting to: To the Program Director: Chris Asakiewicz (201-216-8012,  Christopher.Asakiewicz@stevens.edu) or the Program Coordinator: Ted Stohr (estohr@stevens.edu, 201-216-8915).  Job postings can also be sent to Stevens Career Services at: https://www.stevens.edu/directory/stevens-career-center",0
